Trend_x,Trend_y,Residuals_x,Residuals_y
679.,99.3274205531,679.,-2.4074205531
680.,99.0058420349,680.,3.0041579651
681.,98.6943815262,681.,3.3156184738
682.,98.6237380235,682.,-0.3637380235
683.,98.6411411357,683.,-0.3811411357
684.,98.9228138803,684.,-0.6628138803
685.,99.1209642347,685.,-0.9909642347
686.,99.8663179234,686.,-1.7363179234
687.,100.7898511858,687.,-5.7798511858
688.,101.96144941,688.,-7.29144941
689.,103.2524650615,689.,-8.5824650615
690.,104.7556911821,690.,-10.0856911821
691.,106.2121692451,691.,-0.5121692451
692.,107.828289882,692.,-30.868289882
693.,109.7080146776,693.,-4.0080146776
694.,111.6791419964,694.,-3.6491419964
695.,113.6546442728,695.,-0.7246442728
696.,115.8071693583,696.,-0.0771693583
697.,117.9616403543,697.,-0.4916403543
698.,120.1098086027,698.,-2.6398086027
699.,121.9352141611,699.,11.9347858389
700.,124.0645695259,700.,3.1654304741
701.,126.2648562821,701.,0.9651437179
702.,128.5170257537,702.,-13.5370257537
703.,130.5408806541,703.,-15.5608806541
704.,132.5021420644,704.,-17.8121420644
705.,134.2758540397,705.,16.0741459603
706.,136.4898894652,706.,24.0701105348
707.,138.7458105506,707.,22.4841894494
708.,140.7735713153,708.,19.7864286847
709.,142.6351785997,709.,13.4648214003
710.,144.3551031733,710.,10.6648968267
711.,145.9211089719,711.,0.9788910281
712.,147.3537901198,712.,4.4162098802
713.,148.5067124963,713.,-1.6067124963
714.,149.4416052459,714.,-2.9916052459
715.,150.1405748715,715.,-3.6905748715
716.,150.4783582867,716.,0.8516417133
717.,150.9647584317,717.,0.3652415683
718.,150.4911898344,718.,-7.9411898344
719.,150.7005157535,719.,-10.3505157535
720.,150.7571208861,720.,-10.4071208861
721.,150.6605413486,721.,-4.4605413486
722.,150.3616910915,722.,-1.2216910915
723.,149.9884110625,723.,-0.8484110625
724.,149.4700767854,724.,-0.3300767854
725.,149.3321361752,725.,2.0778638248
726.,148.8793544588,726.,2.5306455412
727.,148.2841217242,727.,2.8558782758
728.,147.1240641917,728.,4.0159358083
729.,145.7410792996,729.,5.3989207004
730.,144.2083834288,730.,12.3016165712
731.,143.9350775782,731.,1.2249224218
732.,143.9940626062,732.,-3.1440626062
733.,144.0327740153,733.,-3.1827740153
734.,144.1436009876,734.,-2.2336009876
735.,144.2026258805,735.,-2.2926258805
736.,144.1483945276,736.,-2.3083945276
737.,143.9256934472,737.,-3.1856934472
738.,143.9460098756,738.,-3.2060098756
739.,143.9217479445,739.,-3.1817479445
740.,143.9140644182,740.,-2.5540644182
741.,144.0420331151,741.,2.3779668849
742.,144.3652612743,742.,2.0547387257
743.,144.7073177195,743.,-3.0173177195
744.,144.7851455299,744.,-7.3651455299
745.,144.858607896,745.,-7.438607896
746.,144.8672239462,746.,-4.0472239462
747.,144.9967534938,747.,0.0732465062
748.,145.0354757752,748.,-0.5254757752
749.,145.2533808240,749.,-0.7433808240
750.,145.5271822691,750.,-1.0171822691
751.,145.8804919704,751.,0.1595080296
752.,146.1945733765,752.,1.7154266235
753.,146.3574459218,753.,4.6025540782
754.,146.5233529638,754.,7.2566470362
755.,146.6530290607,755.,7.1269709393
756.,147.07844753,756.,-2.84844753
757.,147.1342684998,757.,-2.9042684998
758.,147.0038349679,758.,1.2061650321
759.,146.8789995243,759.,1.3310004757
760.,146.9223343677,760.,1.2876656323
761.,146.9464116968,761.,6.7835883032
762.,146.9482694965,762.,6.7817305035
763.,146.9267054746,763.,5.3432945254
764.,146.8698292147,764.,3.6201707853
765.,146.7692409794,765.,3.5507590206
766.,146.4874805771,766.,-0.4274805771
767.,146.3070250742,767.,-1.7270250742
768.,146.1508360325,768.,-1.5708360325
769.,145.7487947632,769.,-1.1687947632
770.,145.2548041858,770.,-4.3448041858
771.,145.3590031484,771.,-4.4490031484
772.,145.5049532266,772.,-4.4549532266
773.,145.6513218872,773.,1.2886781128
774.,145.5021105801,774.,-4.4521105801
775.,145.311231738,775.,-6.731231738
776.,144.9699861831,776.,-7.4299861831
777.,144.8300106458,777.,-6.2500106458
778.,144.6076839792,778.,-0.7776839792
779.,144.5139593196,779.,0.2460406804
780.,144.5638148089,780.,2.8561851911
781.,144.6827273551,781.,0.0772726449
782.,144.6083614578,782.,2.8116385422
783.,144.4319887200,783.,5.42801128
784.,144.5212507645,784.,5.3387492355
785.,144.7050032843,785.,0.2649967157
786.,145.0868003805,786.,-0.1168003805
787.,145.6151901515,787.,-0.6451901515
788.,146.0838186595,788.,-2.3638186595
789.,146.5242809577,789.,-2.8042809577
790.,146.8551944551,790.,-2.8451944551
791.,147.1990115291,791.,3.0509884709
792.,147.4084205758,792.,5.2915794242
793.,147.1495261501,793.,6.3104738499
794.,146.9670717344,794.,11.7429282656
795.,146.857494394,795.,11.8525056060
796.,146.7323710616,796.,-9.8423710616
797.,146.8212697909,797.,-11.4512697909
798.,146.981649641,798.,-10.091649641
799.,147.3118700310,799.,-2.3218700310
800.,147.4360671816,800.,-1.5660671816
801.,147.4622684545,801.,3.5477315455
802.,147.4198081497,802.,-1.5498081497
803.,147.3681784412,803.,3.6418215588
804.,147.4916233663,804.,3.6683766337
805.,147.7471260957,805.,3.4128739043
806.,148.1049704410,806.,3.055029559
807.,148.3373315364,807.,1.0726684636
808.,148.6018849804,808.,4.7581150196
809.,148.9672031077,809.,0.1627968923
810.,149.3236340574,810.,-2.9036340574
811.,149.4846836848,811.,-10.2346836848
812.,149.5348254774,812.,-10.2848254774
813.,149.4642043987,813.,-7.8642043987
814.,149.3372425196,814.,-7.7372425196
815.,149.1471494258,815.,-5.1071494258
816.,148.9206690978,816.,-4.8806690978
817.,148.8182029038,817.,-4.2082029038
818.,148.7452354527,818.,11.5647645473
819.,148.7753998958,819.,11.5346001042
820.,148.7444066683,820.,11.5655933317
821.,148.9517173662,821.,10.0782826338
822.,148.5357258375,822.,3.8342741625
823.,148.1843991936,823.,1.5056008064
824.,147.7925749168,824.,1.8974250832
825.,147.4812940270,825.,3.238705973
826.,147.1740166255,826.,3.5459833745
827.,146.9966286892,827.,3.7233713108
828.,146.6616460169,828.,4.0183539831
829.,146.4688035969,829.,2.4911964031
830.,146.3263663956,830.,-2.0063663956
831.,146.2151385082,831.,-4.1151385082
832.,146.1447575256,832.,-4.0447575256
833.,145.9854866475,833.,-3.8854866475
834.,145.9409255023,834.,-6.0609255023
835.,145.8406398786,835.,-6.9006398786
836.,145.6519112551,836.,-6.7119112551
837.,145.2804747559,837.,-4.5704747559
838.,144.9132523953,838.,-1.6432523953
839.,144.7672545244,839.,-2.3072545244
840.,144.8678932705,840.,-1.8778932705
841.,144.9745631838,841.,-1.9845631838
842.,145.0169949489,842.,-0.7369949489
843.,144.9532245351,843.,1.2367754649
844.,145.3513479354,844.,-1.0713479354
845.,145.5869890598,845.,8.2430109402
846.,146.1343289769,846.,2.8656710231
847.,146.4749967157,847.,2.5250032843
848.,146.6666058121,848.,-3.6266058121
849.,146.8140637387,849.,-3.7740637387
850.,146.909103717,850.,-0.129103717
851.,146.994432943,851.,0.1655670570
852.,147.2852832454,852.,0.9747167546
853.,147.535147342,853.,1.4848526580
854.,147.7461958368,854.,2.3138041632
855.,148.0168058167,855.,1.8031941833
856.,148.4574712904,856.,1.6525287096
857.,149.0341212711,857.,1.0758787289
858.,149.5802292238,858.,3.2797707762
859.,150.0160035335,859.,5.0739964665
860.,150.3614605087,860.,4.7285394913
861.,150.7723459195,861.,6.4276540805
862.,151.1129182994,862.,6.0870817006
863.,151.2600656866,863.,5.9399343134
864.,151.4630650751,864.,0.2969349249
865.,151.6760651430,865.,-9.9260651430
866.,151.8727019865,866.,-10.3027019865
867.,152.2039633967,867.,-10.6339633967
868.,152.3123169268,868.,-8.4523169268
869.,152.3676479648,869.,-8.5076479648
870.,152.3662685452,870.,-0.6262685452
871.,152.8015549616,871.,-9.2015549616
872.,153.0970991415,872.,-1.3570991415
873.,153.3385383587,873.,-0.6185383587
874.,153.1780400462,874.,0.1919599538
875.,153.0189120931,875.,4.1010879069
876.,153.0501848286,876.,8.2198151714
877.,153.2930390269,877.,3.8269609731
878.,153.5294185599,878.,7.7405814401
879.,153.5883501325,879.,12.5116498675
880.,153.3915821423,880.,12.7084178577
881.,153.253220005,881.,4.6267799950
882.,153.4179802487,882.,-2.4379802487
883.,153.6597580919,883.,-2.6797580919
884.,154.0772755895,884.,-0.1772755895
885.,154.5547770051,885.,-0.6547770051
886.,155.0329998414,886.,-6.0229998414
887.,155.5543692949,887.,-6.5443692949
888.,156.0668710503,888.,-0.3668710503
889.,156.4768370744,889.,-0.7768370744
890.,156.7625921312,890.,-2.9925921312
891.,156.74242497,891.,-2.97242497
892.,156.7076024372,892.,-9.2276024372
893.,156.6162837210,893.,-1.8362837210
894.,156.4815166821,894.,1.7484833179
895.,156.3075256518,895.,1.9224743482
896.,156.5906453147,896.,-3.4706453147
897.,156.7973310834,897.,-3.6773310834
898.,157.1177440033,898.,-2.4177440033
899.,157.0513332125,899.,5.3286667875
900.,156.9053976307,900.,5.4746023693
901.,156.8166531518,901.,2.8533468482
902.,156.8330007475,902.,-4.6430007475
903.,156.7735629346,903.,-4.5835629346
904.,157.199383225,904.,1.2006167750
905.,157.8178266778,905.,11.5021733222
906.,158.4493111962,906.,10.8706888038
907.,158.8690797074,907.,1.6909202926
908.,159.0287256789,908.,-1.0187256789
909.,159.1127946273,909.,-4.6327946273
910.,158.9492459625,910.,-4.4692459625
911.,158.7848626243,911.,-4.3048626243
912.,158.4602822261,912.,-3.0002822261
913.,158.1994165213,913.,-1.6894165213
914.,158.1015882579,914.,3.2084117421
915.,157.9790976013,915.,3.3309023987
916.,157.7816543976,916.,3.5283456024
917.,157.7363097692,917.,2.2636902308
918.,157.4764037691,918.,2.5235962309
919.,157.3458166663,919.,4.7941833337
920.,157.2639067703,920.,4.8760932297
921.,157.2297105257,921.,-4.2897105257
922.,156.9738261342,922.,-12.9938261342
923.,156.6347269474,923.,-12.6547269474
924.,156.2220322091,924.,-0.3320322091
925.,156.0492871866,925.,2.5807128134
926.,155.8649131351,926.,4.8350868649
927.,155.7618892840,927.,6.928110716
928.,155.3457398809,928.,7.3442601191
929.,154.3111089719,929.,-3.5311089719
930.,153.4776210107,930.,-4.3876210107
931.,153.1605193776,931.,-4.0705193776
932.,152.9955801943,932.,-5.3255801943
933.,152.7990851435,933.,-5.1290851435
934.,152.3131373304,934.,-4.6431373304
935.,151.9071963125,935.,5.8028036875
936.,151.4568497588,936.,6.2531502412
937.,151.064054452,937.,6.6459455480
938.,150.6463041065,938.,3.4736958935
939.,150.2054501801,939.,3.9145498199
940.,149.8739622641,940.,4.6160377359
941.,149.4723898616,941.,5.0176101384
942.,149.1792846950,942.,-1.2892846950
943.,148.8586500260,943.,-2.8386500260
944.,148.520515527,944.,-2.500515527
945.,148.2404965005,945.,-2.2204965005
946.,147.9981594147,946.,-5.2881594147
947.,147.8876572516,947.,-5.1776572516
948.,147.3995136923,948.,-4.6895136923
949.,146.7299356724,949.,-2.3699356724
950.,146.0871732089,950.,-3.6371732089
951.,145.475346667,951.,-3.415346667
952.,144.9186964597,952.,-9.9486964597
953.,144.4598826700,953.,-9.4898826700
954.,144.1140573965,954.,9.9459426035
955.,143.2417391107,955.,10.8182608893
956.,142.3773301774,956.,6.9626698226
957.,141.2941405241,957.,5.2258594759
958.,140.0290699676,958.,-0.5090699676
959.,138.7323916736,959.,7.7876083264
960.,137.46958255,960.,2.0504174500
961.,136.499780969,961.,2.8302190310
962.,135.6762841740,962.,-0.2762841740
963.,134.9965736483,963.,0.0734263517
964.,134.2035210311,964.,0.8664789689
965.,133.4025429795,965.,1.6674570205
966.,132.5909157625,966.,4.6390842375
967.,131.7982685905,967.,1.5617314095
968.,130.6818281275,968.,1.7181718725
969.,129.5323264400,969.,2.86767356
970.,128.4445008947,970.,3.9554991053
971.,127.4478280369,971.,3.8321719631
972.,126.2964329883,972.,-10.8464329883
973.,125.1641529819,973.,-11.2341529819
974.,124.0520467055,974.,-10.1220467055
975.,123.0296960294,975.,-2.1696960294
976.,121.9859505312,976.,-1.1259505312
977.,120.9653156357,977.,-0.9153156357
978.,119.7697363474,978.,-1.6097363474
979.,118.5742986251,979.,-4.8942986251
980.,117.9334804865,980.,0.2265195135
981.,117.431171714,981.,-3.751171714
982.,116.9412045573,982.,1.7887954427
983.,116.4830655281,983.,5.5369344719
984.,115.9393068926,984.,6.0806931074
985.,115.6954316066,985.,4.0845683934
986.,115.3452130286,986.,4.4347869714
987.,115.0403947994,987.,0.5296052006
988.,114.6209091939,988.,-3.7209091939
989.,114.2860241455,989.,-3.3860241455
990.,114.0493395094,990.,-3.1493395094
991.,114.0033362024,991.,-2.1833362024
992.,114.1140365580,992.,-2.2940365580
993.,114.1733916963,993.,2.8466083037
994.,114.20433396,994.,2.8156660400
995.,114.4075442252,995.,1.1724557748
996.,114.6590955628,996.,-1.6790955628
997.,115.0341212711,997.,0.2658787289
998.,114.9436524044,998.,0.1963475956
999.,114.9382708555,999.,0.2017291445
1000.,114.9125479626,1000.,-0.1425479626
1001.,115.1874153435,1001.,-0.4174153435
1002.,115.4626281456,1002.,-0.6926281456
1003.,115.5389354232,1003.,-1.3389354232
1004.,115.5065693447,1004.,-1.3065693447
1005.,115.3526709552,1005.,1.4373290448
1006.,115.3054972933,1006.,1.4845027067
1007.,115.1649622868,1007.,0.9350377132
1008.,115.2158121362,1008.,0.8841878638
1009.,115.5737307753,1009.,-0.5037307753
1010.,116.0731479762,1010.,-1.0031479762
1011.,116.5239686063,1011.,-1.4539686063
1012.,116.990813382,1012.,-0.640813382
1013.,117.2957956013,1013.,2.2242043987
1014.,117.4826684636,1014.,2.0773315364
1015.,117.7580289474,1015.,1.8019710526
1016.,117.9650753131,1016.,-1.7450753131
1017.,118.2154803053,1017.,-1.9954803053
1018.,118.1837690548,1018.,-0.8437690548
1019.,118.2840868423,1019.,2.3959131577
1020.,118.3783580602,1020.,-0.1083580602
1021.,118.349224218,1021.,1.7607757820
1022.,118.1563738703,1022.,0.1136261297
1023.,118.0403818886,1023.,2.0696181114
1024.,118.0113359306,1024.,-2.3913359306
1025.,118.0380583932,1025.,-2.4180583932
1026.,118.0348816508,1026.,-6.0448816508
1027.,117.9246433668,1027.,-5.9346433668
1028.,117.7409692179,1028.,0.8190307821
1029.,117.6215230243,1029.,4.0684769757
1030.,117.4821762667,1030.,4.9078237333
1031.,117.5209463408,1031.,7.0090536592
1032.,117.4743747310,1032.,7.185625269
1033.,117.4664309497,1033.,7.1935690503
1034.,117.4435695033,1034.,1.7764304967
1035.,117.4518152167,1035.,-1.9018152167
1036.,117.4320763777,1036.,-1.8820763777
1037.,117.3636499128,1037.,-1.9636499128
1038.,117.2895116537,1038.,-0.4795116537
1039.,117.2461373984,1039.,-1.8461373984
1040.,117.207135609,1040.,-6.647135609
1041.,117.1724510181,1041.,-6.6124510181
1042.,116.9509277673,1042.,-9.4609277673
1043.,116.7331747038,1043.,-1.6431747038
1044.,116.7308392036,1044.,-1.6408392036
1045.,116.8097102992,1045.,-1.7197102992
1046.,116.8108768035,1046.,0.9491231965
1047.,116.8522704931,1047.,3.9277295069
1048.,116.9105816666,1048.,3.8694183334
1049.,117.0362914222,1049.,0.8037085778
1050.,116.9879634873,1050.,-1.4179634873
1051.,116.6978178441,1051.,-1.1278178441
1052.,116.2335008720,1052.,2.596499128
1053.,115.746320415,1053.,5.7536795850
1054.,115.5560325262,1054.,3.2739674738
1055.,115.5867870167,1055.,3.6832129833
1056.,115.4996119957,1056.,-0.0196119957
1057.,115.6970119368,1057.,2.4829880632
1058.,115.7921051439,1058.,0.1678948561
1059.,115.9090108496,1059.,0.0509891504
1060.,115.7592957938,1060.,-2.7792957938
1061.,115.4683014338,1061.,-2.8483014338
1062.,115.2297956919,1062.,-2.2497956919
1063.,115.1573342545,1063.,-1.7773342545
1064.,115.095625269,1064.,0.0043747310
1065.,114.8431907857,1065.,0.2568092143
1066.,114.2696208295,1066.,0.8303791705
1067.,113.6959987769,1067.,4.5540012231
1068.,113.0214713810,1068.,5.228528619
1069.,112.6054085030,1069.,-0.9554085030
1070.,112.3931400485,1070.,-0.7431400485
1071.,111.9951181227,1071.,-0.5751181227
1072.,111.6994061021,1072.,-0.2794061021
1073.,111.5284131011,1073.,-3.2384131011
1074.,111.5246732655,1074.,-4.7746732655
1075.,111.4489671340,1075.,-4.6989671340
1076.,111.304969082,1076.,2.5550309180
1077.,111.0919363972,1077.,4.4780636028
1078.,110.9944705429,1078.,4.5755294571
1079.,111.0766991325,1079.,0.4533008675
1080.,111.1071616571,1080.,-4.3471616571
1081.,111.0715801037,1081.,0.4584198963
1082.,110.8976703889,1082.,-6.6776703889
1083.,110.8503309248,1083.,-2.8103309248
1084.,110.7862307187,1084.,-2.7462307187
1085.,110.6675881673,1085.,1.7224118327
1086.,110.4875782011,1086.,3.5224217989
1087.,110.281410904,1087.,2.1085890960
1088.,110.0603710163,1088.,-4.0603710163
1089.,109.9292391674,1089.,-3.9292391674
1090.,109.9976282588,1090.,0.5323717412
1091.,110.1736306598,1091.,6.3263693402
1092.,110.4096298897,1092.,6.0903701103
1093.,110.8061367188,1093.,5.6938632812
1094.,111.1952601418,1094.,4.0547398582
1095.,111.4626197649,1095.,-3.2826197649
1096.,112.1450707830,1096.,2.114929217
1097.,112.8267192915,1097.,1.2732807085
1098.,113.5202949104,1098.,0.5797050896
1099.,114.0660261841,1099.,-4.5260261841
1100.,114.4445935355,1100.,-4.9545935355
1101.,114.7603621826,1101.,-5.2203621826
1102.,115.2429547668,1102.,-3.2929547668
1103.,115.7029805885,1103.,-3.7529805885
1104.,116.1631688147,1104.,-6.5731688147
1105.,116.4950220843,1105.,-6.9050220843
1106.,116.6335618021,1106.,-3.2235618021
1107.,117.0762728488,1107.,-1.3062728488
1108.,116.9257894856,1108.,-1.1557894856
1109.,116.9243106299,1109.,-1.1543106299
1110.,116.8866531518,1110.,2.5233468482
1111.,116.9523887291,1111.,3.4876112709
1112.,117.0116335591,1112.,5.8383664409
1113.,116.3147251353,1113.,9.7552748647
1114.,115.4381750436,1114.,10.6318249564
1115.,114.684214365,1115.,8.8557856350
1116.,114.2127486466,1116.,7.9072513534
1117.,114.3132931663,1117.,7.8067068337
1118.,114.5742105144,1118.,7.5457894856
1119.,114.8614999207,1119.,10.3785000793
1120.,115.3294890031,1120.,9.9105109969
1121.,115.4502835851,1121.,-3.8802835851
1122.,115.5332508098,1122.,-5.2632508098
1123.,115.4947799497,1123.,-7.0447799497
1124.,115.6309087409,1124.,-7.1809087409
1125.,116.4455099776,1125.,-6.0155099776
1126.,117.2478946295,1126.,-6.8178946295
1127.,117.8302366985,1127.,-7.4002366985
1128.,118.5120818139,1128.,-5.9720818139
1129.,119.2226387914,1129.,-6.6526387914
1130.,119.8164864436,1130.,-7.2764864436
1131.,120.2699127953,1131.,-7.0999127953
1132.,121.0408396566,1132.,-15.2608396566
1133.,122.1448979592,1133.,-5.2848979592
1134.,123.2277915695,1134.,-8.8977915695
1135.,124.2852667105,1135.,-9.9552667105
1136.,125.5242825432,1136.,-11.1942825432
1137.,126.9106219846,1137.,-10.8506219846
1138.,128.1713844028,1138.,14.5286155972
1139.,129.0732933928,1139.,17.9867066072
1140.,130.071469569,1140.,16.9885304310
1141.,131.4052698815,1141.,14.8147301185
1142.,132.6962601644,1142.,4.0637398356
1143.,133.9914557521,1143.,0.5685442479
1144.,135.3430440101,1144.,1.4169559899
1145.,136.9549998867,1145.,-5.0049998867
1146.,138.6312281139,1146.,-0.2112281139
1147.,139.7850556071,1147.,9.1049443929
1148.,140.7627225985,1148.,17.4372774015
1149.,141.5055842714,1149.,16.6944157286
1150.,141.8975618927,1150.,-8.5375618927
1151.,141.9428698272,1151.,-8.5828698272
1152.,141.8910045528,1152.,-0.8210045528
1153.,141.9051597998,1153.,-0.8351597998
1154.,141.8439794786,1154.,-0.7739794786
1155.,141.7121230379,1155.,1.6978769621
1156.,141.4271288138,1156.,7.7928711862
1157.,141.296797436,1157.,2.1132025640
1158.,140.7147362341,1158.,-6.1647362341
1159.,140.2307696664,1159.,-5.6807696664
1160.,139.2596924053,1160.,-4.7096924053
1161.,137.9385965707,1161.,-6.8885965707
1162.,136.4848895785,1162.,-10.8948895785
1163.,135.0823176063,1163.,-4.0323176063
1164.,134.4468096673,1164.,13.4431903327
1165.,133.9947119980,1165.,13.895288002
1166.,133.5502656912,1166.,2.0897343088
1167.,132.8885895490,1167.,2.751410451
1168.,131.9769992525,1168.,3.2030007475
1169.,130.9979623548,1169.,1.5520376452
1170.,129.844810981,1170.,-4.444810981
1171.,128.5533615710,1171.,-7.6133615710
1172.,127.5071197536,1172.,-6.5671197536
1173.,126.8164488437,1173.,-6.8664488437
1174.,126.4574391266,1174.,-6.5074391266
1175.,126.3275319939,1175.,-0.2975319939
1176.,125.6611640128,1176.,9.8688359872
1177.,125.1260458901,1177.,10.4039541099
1178.,124.8519361707,1178.,4.3380638293
1179.,124.8136746019,1179.,4.3763253981
1180.,124.6203205056,1180.,2.1796794944
1181.,124.5265351424,1181.,2.2734648576
1182.,124.6437516139,1182.,-8.7237516139
1183.,124.8238129969,1183.,-9.0238129969
1184.,125.3455201703,1184.,-9.5455201703
1185.,125.9376185191,1185.,-2.3176185191
1186.,126.549363519,1186.,3.8906364810
1187.,126.9600724818,1187.,3.4799275182
1188.,127.4437067657,1188.,-1.9337067657
1189.,128.1719649369,1189.,-4.9319649369
1190.,129.5195420055,1190.,-8.2995420055
1191.,130.9881320075,1191.,-9.7681320075
1192.,132.1818267684,1192.,-3.3218267684
1193.,133.5449067929,1193.,-4.6849067929
1194.,134.916320868,1194.,-6.056320868
1195.,136.2428752633,1195.,1.5471247367
1196.,137.3210663888,1196.,1.9289336112
1197.,138.2130254366,1197.,1.0369745634
1198.,139.0336578405,1198.,2.3363421595
1199.,139.6505526739,1199.,6.1194473261
1200.,140.0274699314,1200.,5.7425300686
1201.,140.5680053908,1201.,3.8219946092
1202.,141.4130777594,1202.,0.9769222406
1203.,142.0579453668,1203.,2.3320546332
1204.,142.5815137376,1204.,-2.5515137376
1205.,143.1623042424,1205.,6.2476957576
1206.,143.7162857596,1206.,10.3237142404
1207.,144.4811474779,1207.,15.6488525221
1208.,144.8814593762,1208.,15.2485406238
1209.,145.1912512175,1209.,-0.6412512175
1210.,145.3958341072,1210.,-0.8458341072
1211.,145.482723278,1211.,0.8872767220
1212.,145.7843799407,1212.,6.7256200593
1213.,146.0728908922,1213.,0.2971091078
1214.,146.2286824164,1214.,-1.8486824164
1215.,146.3009563070,1215.,-3.4909563070
1216.,146.2756488256,1216.,-3.4656488256
1217.,146.3153222044,1217.,-3.5053222044
1218.,146.5151903780,1218.,-8.1951903780
1219.,146.7667226891,1219.,-8.4467226891
1220.,146.8759944733,1220.,-9.3259944733
1221.,147.2041110784,1221.,-9.0641110784
1222.,147.4178450248,1222.,-9.2778450248
1223.,147.6412496319,1223.,-9.5012496319
1224.,147.9886373417,1224.,-6.2286373417
1225.,148.4852062334,1225.,-0.1552062334
1226.,149.0039455027,1226.,-0.6739455027
1227.,149.4627047045,1227.,-1.1327047045
1228.,149.7886695055,1228.,7.8813304945
1229.,150.0130843281,1229.,8.1569156719
1230.,150.0481476364,1230.,8.1218523636
1231.,150.4141604566,1231.,7.7558395434
1232.,150.9085650864,1232.,0.4614349136
1233.,151.8262302657,1233.,-0.5762302657
1234.,152.8360189359,1234.,-1.5860189359
1235.,153.3643409817,1235.,-1.7443409817
1236.,153.8097823280,1236.,7.940217672
1237.,154.6511062538,1237.,7.0988937462
1238.,156.5590885411,1238.,6.6609114589
1239.,158.3756223244,1239.,4.8443776756
1240.,160.030318014,1240.,3.1896819860
1241.,161.4950687445,1241.,1.7249312555
1242.,162.8245534440,1242.,-4.0445534440
1243.,164.0390378038,1243.,-5.2590378038
1244.,165.3378538585,1244.,-10.3778538585
1245.,166.4168042311,1245.,-9.0468042311
1246.,167.0237072187,1246.,-9.6537072187
1247.,167.3946168656,1247.,-4.8346168656
1248.,167.4288894426,1248.,-4.8688894426
1249.,167.3336018936,1249.,-6.6836018936
1250.,167.5027391334,1250.,-7.0527391334
1251.,168.0417631203,1251.,-7.5917631203
1252.,168.5368984575,1252.,-6.8068984575
1253.,168.7925085506,1253.,-3.9725085506
1254.,168.7957129267,1254.,2.8542870733
1255.,168.7063081836,1255.,7.0136918164
1256.,168.6564893882,1256.,7.9535106118
1257.,168.4782407303,1257.,12.8417592697
1258.,167.8219148792,1258.,10.7080851208
1259.,167.0298573014,1259.,14.2901426986
1260.,166.1073029967,1260.,21.0026970033
1261.,165.0706806496,1261.,29.3393193504
1262.,164.2379698294,1262.,22.8720301706
1263.,163.3434523998,1263.,-4.9934523998
1264.,162.3217454529,1264.,-9.1517454529
1265.,161.2657568688,1265.,-8.0957568688
1266.,160.2116131736,1266.,-5.9816131736
1267.,159.9297225305,1267.,-4.9897225305
1268.,159.3320537271,1268.,-4.3920537271
1269.,158.0495324922,1269.,-16.1595324922
1270.,156.2545389477,1270.,-14.3645389477
1271.,154.5101254842,1271.,-4.1201254842
1272.,153.0907517724,1272.,0.1592482276
1273.,151.8320086525,1273.,7.9579913475
1274.,150.7356218714,1274.,9.0543781286
1275.,149.4803750934,1275.,-0.2603750934
1276.,148.1189775533,1276.,-11.4089775533
1277.,146.7454703391,1277.,-16.1954703391
1278.,145.9639513919,1278.,-15.4139513919
1279.,145.1218448889,1279.,-2.5718448889
1280.,144.2425302951,1280.,-1.6925302951
1281.,143.4247097329,1281.,-6.2047097329
1282.,143.0951724841,1282.,-5.8751724841
1283.,142.9904928764,1283.,-0.7404928764
1284.,142.5980470679,1284.,-0.3480470679
1285.,142.1087030284,1285.,0.1412969716
1286.,142.1676035697,1286.,-0.0076035697
1287.,142.2749412218,1287.,-0.1249412218
1288.,142.1188991823,1288.,0.0311008177
1289.,140.3319787538,1289.,6.2280212462
1290.,138.2145235453,1290.,8.8954764547
1291.,135.9251527781,1291.,10.6348472219
1292.,134.0638578450,1292.,-16.9538578450
1293.,131.9877609912,1293.,-14.8777609912
1294.,128.6693068926,1294.,7.0906931074
1295.,124.9609809962,1295.,22.5690190038
1296.,121.3918675395,1296.,26.1381324605
1297.,118.1512335500,1297.,16.74876645
1298.,114.9990423339,1298.,17.2109576661
1299.,112.3333463952,1299.,11.6066536048
1300.,109.7060273166,1300.,14.2339726834
1301.,106.8503630886,1301.,17.0896369114
1302.,103.5976749190,1302.,17.322325081
1303.,100.0165238171,1303.,-3.5565238171
1304.,96.3869469297,1304.,-2.1569469297
1305.,92.6725289361,1305.,3.7874710639
1306.,89.566121996,1306.,4.6638780040
1307.,85.8899952434,1307.,-12.6899952434
1308.,82.8226960973,1308.,-19.6026960973
1309.,80.2791757458,1309.,-17.0591757458
1310.,77.7855138282,1310.,-14.5655138282
1311.,75.0769813586,1311.,-30.8169813586
1312.,72.5077301864,1312.,-28.2477301864
1313.,70.1176171601,1313.,-29.0576171601
1314.,68.3780670004,1314.,-6.3280670004
1315.,66.9881041473,1315.,-4.9381041473
1316.,65.780974201,1316.,-3.730974201
1317.,64.7149912795,1317.,-23.1249912795
1318.,62.2694262611,1318.,-20.6794262611
1319.,59.9777231647,1319.,20.4422768353
1320.,58.6937470837,1320.,21.7262529163
1321.,58.0328637115,1321.,16.0971362885
1322.,57.4182681374,1322.,12.8717318626
1323.,56.1351337516,1323.,14.1548662484
1324.,55.2596543523,1324.,5.8903456477
1325.,54.6998566219,1325.,6.4501433781
1326.,55.4770191850,1326.,3.662980815
1327.,56.6565654941,1327.,2.4834345059
1328.,57.8194736008,1328.,4.4205263992
1329.,57.9443459648,1329.,4.2956540352
