Trend_x,Trend_y,Residuals_x,Residuals_y
1330.,57.8803327369,1330.,20.9096672631
1331.,57.9235217106,1331.,3.5364782894
1332.,58.5486622574,1332.,20.2413377426
1333.,59.5774230447,1333.,1.8825769553
1334.,60.3087947632,1334.,-9.9787947632
1335.,59.8995379284,1335.,-9.5695379284
1336.,59.6941045097,1336.,1.3558954903
1337.,59.0704518789,1337.,2.3095481211
1338.,58.2621200933,1338.,2.7878799067
1339.,57.4674182881,1339.,-13.8174182881
1340.,58.0016521325,1340.,-18.0216521325
1341.,58.6137122019,1341.,-19.6737122019
1342.,58.6578103694,1342.,-19.7178103694
1343.,58.1174309724,1343.,3.5425690276
1344.,57.3117873565,1344.,4.3482126435
1345.,57.6356064690,1345.,-4.8656064690
1346.,58.3829549933,1346.,-5.6129549933
1347.,59.3370309633,1347.,4.1229690367
1348.,60.5734478697,1348.,28.0765521303
1349.,61.9683963397,1349.,26.6816036603
1350.,63.2226883961,1350.,21.8773116039
1351.,64.616579311,1351.,-13.576579311
1352.,66.2535242021,1352.,-20.9535242021
1353.,68.1655976353,1353.,-17.1255976353
1354.,70.2962311717,1354.,-0.0762311717
1355.,72.7059151963,1355.,10.9440848037
1356.,76.1941842397,1356.,17.7158157603
1357.,79.4294776779,1357.,4.2205223221
1358.,83.3413452173,1358.,-28.7513452173
1359.,86.785308161,1359.,-32.195308161
1360.,90.0192645360,1360.,6.280735464
1361.,93.3106568665,1361.,2.9893431335
1362.,96.9399329543,1362.,-0.6399329543
1363.,100.3302647852,1363.,5.7197352148
1364.,103.8537110693,1364.,2.1962889307
1365.,106.9711769236,1365.,-22.1111769236
1366.,110.2032578314,1366.,-25.3432578314
1367.,113.2790930712,1367.,-4.3690930712
1368.,116.1600647806,1368.,-2.6600647806
1369.,119.5780287209,1369.,7.3719712791
1370.,122.8768805635,1370.,14.6031194365
1371.,125.8773437677,1371.,11.6026562323
1372.,128.7638431222,1372.,8.7161568778
1373.,131.8051283155,1373.,3.9148716845
1374.,135.2258642325,1374.,6.2841357675
1375.,138.2551663684,1375.,9.8048336316
1376.,141.1389401798,1376.,12.7710598202
1377.,143.0626818274,1377.,10.8473181726
1378.,144.6564615280,1378.,9.253538472
1379.,146.4547656799,1379.,12.5452343201
1380.,148.6383340506,1380.,10.3616659494
1381.,151.0841525289,1381.,-2.7841525289
1382.,153.6294808489,1382.,-6.5894808489
1383.,155.6961471381,1383.,-7.3961471381
1384.,156.7051822238,1384.,-2.9151822238
1385.,157.4006111124,1385.,-3.6106111124
1386.,158.9309230107,1386.,-4.9309230107
1387.,160.091133208,1387.,-4.201133208
1388.,161.2009866588,1388.,7.5190133412
1389.,162.6151588937,1389.,6.1048411063
1390.,163.9753842669,1390.,3.2246157331
1391.,164.5294117647,1391.,-6.8394117647
1392.,164.7200958119,1392.,-7.0300958119
1393.,165.4123701556,1393.,-6.2423701556
1394.,166.1718168022,1394.,-6.0518168022
1395.,167.0994303382,1395.,-4.7494303382
1396.,168.3891897891,1396.,-8.2691897891
1397.,172.2298142653,1397.,-13.7698142653
1398.,175.5969818116,1398.,-17.1369818116
1399.,178.4017422818,1399.,-9.2217422818
1400.,180.9228165983,1400.,4.3671834017
1401.,183.3153867585,1401.,7.2046132415
1402.,185.6126523817,1402.,3.0573476183
1403.,187.3863240390,1403.,1.283675961
1404.,188.9238385920,1404.,-8.8138385920
1405.,190.1883036988,1405.,-10.7783036988
1406.,191.1414167931,1406.,-11.7314167931
1407.,191.3997673786,1407.,-7.6397673786
1408.,191.2590126617,1408.,-4.0090126617
1409.,190.7750873179,1409.,-3.5250873179
1410.,190.1299920723,1410.,-2.8799920723
1411.,189.1475256518,1411.,4.6124743482
1412.,187.8115551881,1412.,16.5684448119
1413.,186.2025801264,1413.,18.1774198736
1414.,184.7393148203,1414.,17.2706851797
1415.,183.0664479377,1415.,18.9435520623
1416.,181.1457879001,1416.,22.5042120999
1417.,178.6435928334,1417.,30.5564071666
1418.,175.8928800199,1418.,35.7971199801
1419.,172.9756171148,1419.,38.7143828852
1420.,169.6605737389,1420.,49.1794262611
1421.,166.2817527011,1421.,52.5582472989
1422.,162.7928877211,1422.,-37.3428877211
1423.,159.183141181,1423.,-33.733141181
1424.,155.4161283381,1424.,-28.6661283381
1425.,151.8465530363,1425.,-25.0965530363
1426.,148.8195272826,1426.,-25.5895272826
1427.,146.0247550341,1427.,-27.5447550341
1428.,143.2654248114,1428.,-20.0354248114
1429.,140.5408677433,1429.,-22.0608677433
1430.,137.7588914811,1430.,-17.1788914811
1431.,134.9233715373,1431.,-15.1133715373
1432.,132.0916772747,1432.,-11.5116772747
1433.,129.4224834085,1433.,-9.6024834085
1434.,126.9105510884,1434.,-7.0905510884
1435.,124.4603066887,1435.,-5.8103066887
1436.,122.0745783596,1436.,-3.4245783596
1437.,120.0273347075,1437.,-0.2173347075
1438.,118.4035937394,1438.,2.1764062606
1439.,117.0465088677,1439.,2.7734911323
1440.,115.9230075426,1440.,3.8969924574
1441.,114.9968506648,1441.,4.8231493352
1442.,114.5189630569,1442.,8.1810369431
1443.,114.6003655802,1443.,8.9096344198
1444.,115.2006847267,1444.,8.3093152733
1445.,116.2656180208,1445.,15.9043819792
1446.,118.0473693628,1446.,14.1226306372
1447.,120.7757786133,1447.,8.4442213867
1448.,120.9646820993,1448.,5.5453179007
1449.,121.041291309,1449.,5.4687086910
1450.,121.1302598020,1450.,5.379740198
1451.,121.2010070443,1451.,1.5989929557
1452.,121.1149853904,1452.,-0.3949853904
1453.,120.7439364425,1453.,-2.0539364425
1454.,120.5817006048,1454.,-1.8917006048
1455.,120.1651930961,1455.,-7.8351930961
1456.,119.8434927178,1456.,-7.1134927178
1457.,119.4747704365,1457.,-7.1447704365
1458.,119.1081329135,1458.,-7.3581329135
1459.,118.6981306485,1459.,-6.9481306485
1460.,118.2425597409,1460.,-5.7525597409
1461.,117.7345783596,1461.,-3.8145783596
1462.,117.2306457677,1462.,-3.3106457677
1463.,116.8680389137,1463.,0.9519610863
1464.,116.5273763845,1464.,2.0426236155
1465.,116.0812639018,1465.,2.4887360982
1466.,115.4463870076,1466.,7.5636129924
1467.,114.8110118009,1467.,6.8489881991
1468.,114.4413314005,1468.,7.2186685995
1469.,114.2531563569,1469.,7.1468436431
1470.,114.0221332306,1470.,7.3778667694
1471.,114.1749158531,1471.,7.2250841469
1472.,113.8392235385,1472.,-7.3892235385
1473.,113.5596296632,1473.,-7.1096296632
1474.,112.9983186482,1474.,-4.1183186482
1475.,112.6334750504,1475.,-3.7534750504
1476.,112.3717572312,1476.,-3.4917572312
1477.,112.0948655689,1477.,-2.1448655689
1478.,111.8643511744,1478.,2.0556488256
1479.,111.5706505244,1479.,-0.7906505244
1480.,111.4112061428,1480.,2.5087938572
1481.,111.0368080817,1481.,0.9431919183
1482.,110.6937153729,1482.,1.2862846271
1483.,110.2421409318,1483.,1.6678590682
1484.,109.8302994405,1484.,2.0797005595
1485.,109.562085891,1485.,3.2579141090
1486.,109.4970678838,1486.,3.3229321162
1487.,109.6062468006,1487.,2.3137531994
1488.,109.7422675485,1488.,-2.6022675485
1489.,110.1014412557,1489.,-4.4114412557
1490.,110.5602097443,1490.,-3.4202097443
1491.,110.9181166051,1491.,1.9818833949
1492.,111.3967960769,1492.,1.5032039231
1493.,111.8379236223,1493.,-5.3679236223
1494.,112.1909882444,1494.,-12.1409882444
1495.,112.5933710843,1495.,-12.5433710843
1496.,113.0180115065,1496.,-18.2480115065
1497.,113.4685222768,1497.,-0.7185222768
1498.,113.6029878366,1498.,-2.8429878366
1499.,113.6523783098,1499.,7.1776216902
1500.,113.696222338,1500.,4.1937776620
1501.,113.4887589753,1501.,4.4012410247
1502.,113.2530730028,1502.,4.6369269972
1503.,113.3588156017,1503.,3.4411843983
1504.,113.5025527192,1504.,5.7274472808
1505.,113.3596876486,1505.,3.4403123514
1506.,113.1302416816,1506.,6.0997583184
1507.,112.9710546105,1507.,6.7589453895
1508.,112.5588543342,1508.,12.0811456658
1509.,112.4454814379,1509.,12.1945185621
1510.,112.5779057283,1510.,8.6320942717
1511.,112.6271267752,1511.,2.9928732248
1512.,112.5752605948,1512.,-1.6952605948
1513.,112.4905900473,1513.,-3.2505900473
1514.,112.1382287254,1514.,-7.4782287254
1515.,111.4940694013,1515.,-10.6440694013
1516.,110.6871412716,1516.,-7.5471412716
1517.,109.9856529027,1517.,-6.8456529027
1518.,109.176580217,1518.,-6.006580217
1519.,108.1354427054,1519.,-1.5254427054
1520.,106.9204478018,1520.,-1.4704478018
1521.,105.7323334617,1521.,-0.2823334617
1522.,104.2353054429,1522.,1.2146945571
1523.,102.9003071417,1523.,-2.6703071417
1524.,101.4904949149,1524.,-1.2804949149
1525.,100.3997243426,1525.,-0.1897243426
1526.,99.3427441165,1526.,7.7372558835
1527.,98.3462230175,1527.,8.7337769825
1528.,97.3807377291,1528.,-2.8607377291
1529.,96.417513194,1529.,-1.897513194
1530.,95.5432193255,1530.,3.5367806745
1531.,94.7337536524,1531.,9.4462463476
1532.,93.9647203787,1532.,5.1152796213
1533.,93.3808360325,1533.,13.6791639675
1534.,93.0239581870,1534.,2.986041813
1535.,92.8547813087,1535.,-8.0947813087
1536.,92.6706702304,1536.,-7.9106702304
1537.,92.2774291603,1537.,-7.5174291603
1538.,91.8042392806,1538.,-10.4642392806
1539.,91.3512362681,1539.,-10.0112362681
1540.,90.7919074045,1540.,-5.3119074045
1541.,90.0485612358,1541.,-0.9885612358
1542.,88.9544220707,1542.,0.1055779293
1543.,87.9287863825,1543.,3.5712136175
1544.,86.9593580829,1544.,4.5406419171
1545.,86.1414675304,1545.,1.9185324696
1546.,85.4061389839,1546.,-2.5461389839
1547.,84.9144492514,1547.,-2.0544492514
1548.,84.6757661555,1548.,7.7642338445
1549.,84.8072330064,1549.,7.9527669936
1550.,85.1270640332,1550.,7.6329359668
1551.,85.5757484881,1551.,4.4842515119
1552.,86.4355638859,1552.,2.5144361141
1553.,87.4464348003,1553.,1.5035651997
1554.,88.1851629708,1554.,0.7648370292
1555.,89.0009030782,1555.,0.9790969218
1556.,89.9739133389,1556.,-2.9739133389
1557.,91.3265283472,1557.,-1.3965283472
1558.,92.5290310086,1558.,-6.0390310086
1559.,94.0944440418,1559.,-7.6044440418
1560.,95.2896054271,1560.,-11.9096054271
1561.,96.2345652223,1561.,-12.8545652223
1562.,97.2745647693,1562.,-9.6545647693
1563.,98.5273981291,1563.,-10.5373981291
1564.,99.6445688464,1564.,-12.0245688464
1565.,100.8450268409,1565.,-12.6750268409
1566.,102.1417008313,1566.,-10.3017008313
1567.,103.4298849351,1567.,5.8101150649
1568.,104.6013964076,1568.,7.7286035924
1569.,105.7208167795,1569.,10.7891832205
1570.,106.9228870416,1570.,15.1371129584
1571.,108.0113291354,1571.,18.4086708646
1572.,108.8885718816,1572.,17.7714281184
1573.,109.6615710435,1573.,16.7584289565
1574.,110.5305902738,1574.,4.6694097262
1575.,111.3745006682,1575.,2.0654993318
1576.,112.2356982038,1576.,1.2043017962
1577.,112.9564112437,1577.,-1.8664112437
1578.,113.5684839974,1578.,-2.4784839974
1579.,114.1594654466,1579.,-2.4994654466
1580.,114.6664717208,1580.,-3.0064717208
1581.,115.0820104646,1581.,-1.0320104646
1582.,115.1558483771,1582.,-5.0258483771
1583.,114.9885172937,1583.,-1.0985172937
1584.,114.6785535346,1584.,-0.7885535346
1585.,114.5818994768,1585.,5.3481005232
1586.,114.2614734196,1586.,5.6685265804
1587.,113.7940712134,1587.,4.1259287866
1588.,113.3068164624,1588.,-2.5368164624
1589.,112.7398466556,1589.,-1.9698466556
1590.,112.1200604770,1590.,-6.4000604770
1591.,111.3454848354,1591.,-7.4254848354
1592.,110.3624272350,1592.,-4.6424272350
1593.,109.8205370450,1593.,-1.5705370450
1594.,109.4672538449,1594.,2.2427461551
1595.,109.2219296020,1595.,-0.9719296020
1596.,109.1274275748,1596.,-2.0474275748
1597.,109.2145686199,1597.,-2.9445686199
1598.,109.3726249745,1598.,-3.1026249745
1599.,109.5998156244,1599.,0.6101843756
1600.,109.3915284604,1600.,0.8184715396
1601.,109.1744175406,1601.,-1.0244175406
1602.,109.1834263517,1602.,-1.0334263517
1603.,109.2731103762,1603.,-1.1231103762
1604.,109.3162723957,1604.,-3.5062723957
1605.,109.3338023511,1605.,-4.1538023511
1606.,109.1106190401,1606.,-3.3006190401
1607.,108.9636254502,1607.,2.2163745498
1608.,108.7205225486,1608.,11.5594774514
1609.,108.5752356792,1609.,11.7047643208
1610.,108.6080266824,1610.,1.4619733176
1611.,108.7878067453,1611.,1.2821932547
1612.,109.0128267911,1612.,1.0571732089
1613.,109.2213252848,1613.,1.0086747152
1614.,109.1914084124,1614.,-0.5014084124
1615.,109.2758549457,1615.,-4.4658549457
1616.,109.1598323858,1616.,-4.3498323858
1617.,108.9510772611,1617.,1.6489227389
1618.,108.7559181408,1618.,1.8440818592
1619.,108.7265951664,1619.,-2.2965951664
1620.,108.7708824662,1620.,-2.3408824662
1621.,108.6821212258,1621.,-1.2021212258
1622.,108.5166092097,1622.,-1.0366092097
1623.,108.2733241976,1623.,-0.5433241976
1624.,107.9648066774,1624.,-0.2348066774
1625.,107.7644238828,1625.,5.6555761172
1626.,107.652165621,1626.,5.7678343790
1627.,107.4346284174,1627.,-1.0746284174
1628.,107.0949774627,1628.,-6.6649774627
1629.,106.7262114657,1629.,-6.2962114657
1630.,106.2715078484,1630.,-5.8415078484
1631.,105.7933685927,1631.,2.2366314073
1632.,105.4578663163,1632.,2.8621336837
1633.,105.1129558993,1633.,2.9170441007
1634.,105.2206364810,1634.,3.689363519
1635.,105.2423950712,1635.,-1.9923950712
1636.,104.9699988675,1636.,0.0000011325
1637.,104.6585043829,1637.,0.3114956171
1638.,104.3127203334,1638.,0.6572796666
1639.,103.3587569367,1639.,3.3612430633
1640.,102.4528084441,1640.,0.3371915559
1641.,101.8085326961,1641.,1.9414673039
1642.,101.1668017396,1642.,2.5831982604
1643.,100.2503316043,1643.,3.4996683957
1644.,99.4706618496,1644.,-0.1406618496
1645.,98.8547233233,1645.,0.3152766767
1646.,98.8540306689,1646.,0.3159693311
1647.,98.9116716120,1647.,0.258328388
1648.,98.9903463272,1648.,0.4696536728
1649.,99.0358234615,1649.,1.1741765385
1650.,99.0348080364,1650.,0.4251919636
1651.,99.0830002945,1651.,-3.6330002945
1652.,96.7372658497,1652.,-1.2872658497
1653.,94.687811955,1653.,3.5621880450
1654.,92.8427885116,1654.,5.4072114884
1655.,91.7150513035,1655.,5.9049486965
1656.,90.9927004009,1656.,5.1572995991
1657.,90.8437459512,1657.,-1.2437459512
1658.,91.604452649,1658.,1.7755473510
1659.,92.6720032164,1659.,-6.1820032164
1660.,93.9834818456,1660.,-4.4734818456
1661.,95.2883881855,1661.,-6.4483881855
1662.,96.8169471562,1662.,-7.9769471562
1663.,98.4417339011,1663.,-9.6017339011
1664.,100.2656855195,1664.,10.4943144805
1665.,102.2818951732,1665.,8.4781048268
1666.,104.3131794605,1666.,-4.7731794605
1667.,106.7133160434,1667.,-7.1733160434
1668.,109.2842211602,1668.,7.7557788398
1669.,111.8733226121,1669.,5.1666773879
1670.,114.3490785748,1670.,-3.4490785748
1671.,116.8927855671,1671.,-26.2827855671
1672.,119.2849618338,1672.,-31.0449618338
1673.,121.7841178736,1673.,-35.9141178736
1674.,124.0768420576,1674.,-38.5668420576
1675.,126.4633914698,1675.,-40.9533914698
1676.,128.6225090036,1676.,-39.5925090036
1677.,130.5770422886,1677.,48.9729577114
1678.,132.424393078,1678.,47.1256069220
1679.,134.116240685,1679.,48.1037593150
1680.,135.8915875784,1680.,35.5584124216
1681.,137.8664252871,1681.,31.5835747129
1682.,139.7341751795,1682.,29.6358248205
1683.,141.1715132846,1683.,7.7084867154
1684.,142.3721409318,1684.,3.2178590682
1685.,143.1249024893,1685.,1.8650975107
1686.,143.5888081270,1686.,2.001191873
1687.,143.7940925049,1687.,1.2759074951
1688.,143.7508219892,1688.,3.4091780108
1689.,143.9013825908,1689.,1.5786174092
1690.,144.4045348705,1690.,1.0754651295
1691.,144.3412469139,1691.,0.9287530861
1692.,143.7188244354,1692.,-7.2488244354
1693.,142.9117479445,1693.,-10.9517479445
1694.,142.3471437632,1694.,-10.3871437632
1695.,141.5783286145,1695.,-10.2983286145
1696.,140.5148399737,1696.,-12.9148399737
1697.,138.7140768760,1697.,-7.4340768760
1698.,136.7095275091,1698.,-10.9295275091
1699.,134.3138662257,1699.,-3.3338662257
1700.,131.5523873700,1700.,-5.1623873700
1701.,128.5255299101,1701.,2.4544700899
1702.,125.2033810505,1702.,6.1066189495
1703.,124.4873786496,1703.,7.2726213504
1704.,123.9136413056,1704.,13.3063586944
1705.,123.6589175293,1705.,8.1010824707
1706.,123.129799769,1706.,-3.419799769
1707.,122.6132576049,1707.,-7.4032576049
1708.,122.3144093864,1708.,-7.1044093864
1709.,121.7167421686,1709.,-2.8467421686
1710.,121.1014439738,1710.,-2.2314439738
1711.,120.4281093569,1711.,2.7618906431
1712.,119.7426618949,1712.,3.4473381051
1713.,119.2818978912,1713.,3.9081021088
1714.,118.9375770686,1714.,-12.6475770686
1715.,118.7569940429,1715.,-12.4669940429
1716.,118.7368012865,1716.,0.1731987135
1717.,119.0255444064,1717.,1.2444555936
1718.,119.1209286734,1718.,-0.2109286734
1719.,119.1156898231,1719.,3.2343101769
1720.,119.2786235249,1720.,6.4813764751
1721.,119.3377165961,1721.,6.4222834039
1722.,119.3721891776,1722.,4.3278108224
1723.,119.4224190808,1723.,-1.1324190808
1724.,119.2970882693,1724.,-1.3270882693
1725.,119.3357962808,1725.,-1.0457962808
1726.,119.2645294344,1726.,-4.2745294344
1727.,119.3453858525,1727.,-3.2153858525
1728.,119.3179340415,1728.,-4.3279340415
1729.,119.3762395524,1729.,-3.2462395524
1730.,119.6879360801,1730.,-5.0179360801
1731.,119.9938934064,1731.,-0.0238934064
1732.,119.9798434846,1732.,4.4401565154
1733.,119.8213259643,1733.,4.5986740357
1734.,119.6812944801,1734.,-0.3412944801
1735.,119.4585150287,1735.,-0.1185150287
1736.,119.4439896713,1736.,4.1960103287
1737.,119.5513021812,1737.,9.1086978188
1738.,119.6671335704,1738.,5.1228664296
1739.,119.6043801672,1739.,7.7756198328
1740.,119.0452180117,1740.,5.7447819883
1741.,118.5927588394,1741.,5.0272411606
1742.,118.4958807674,1742.,-1.9458807674
1743.,118.4234258987,1743.,-1.8734258987
1744.,118.1387573897,1744.,-1.5887573897
1745.,117.9806124714,1745.,-6.8806124714
1746.,117.9721121656,1746.,-3.9421121656
1747.,118.1182198917,1747.,-7.1482198917
1748.,118.232822714,1748.,-4.202822714
1749.,118.1968545154,1749.,-3.4868545154
1750.,118.2489236449,1750.,-3.5389236449
1751.,118.2418618768,1751.,-3.8918618768
1752.,118.1782108315,1752.,-3.8282108315
1753.,118.0304661487,1753.,2.0495338513
1754.,118.0019735441,1754.,2.0780264559
1755.,117.8404450837,1755.,2.2395549163
1756.,117.5839708714,1756.,0.2660291286
1757.,117.3219386623,1757.,0.5280613377
1758.,117.1649106435,1758.,0.6850893565
1759.,117.0467623276,1759.,-0.8367623276
1760.,116.9711060273,1760.,5.4888939727
1761.,116.8721422909,1761.,-1.4221422909
1762.,116.8747876509,1762.,-1.4247876509
1763.,117.015783823,1763.,-1.565783823
1764.,117.0369288093,1764.,5.5030711907
1765.,117.1385548937,1765.,5.4014451063
1766.,117.2605467847,1766.,-0.6005467847
1767.,117.3885259009,1767.,-1.9585259009
1768.,117.3264345738,1768.,-1.8964345738
1769.,117.3881263449,1769.,3.9518736551
1770.,117.4255901606,1770.,3.9144098394
1771.,117.2600346554,1771.,3.9299653446
1772.,117.191192779,1772.,0.2588072210
1773.,116.7580821763,1773.,0.6919178237
1774.,116.5337488958,1774.,0.9162511042
1775.,116.2118251829,1775.,-2.6918251829
1776.,115.9121259825,1776.,-0.9021259825
1777.,115.544292736,1777.,-3.124292736
1778.,115.1614002582,1778.,-0.1514002582
1779.,114.9492269361,1779.,-6.9392269361
1780.,114.8345389477,1780.,-3.2845389477
1781.,114.7243799407,1781.,-3.1743799407
1782.,114.4962739813,1782.,1.6337260187
1783.,114.1884443589,1783.,3.5115556411
1784.,113.9055960497,1784.,3.7944039503
1785.,113.5949070194,1785.,-2.1549070194
1786.,113.5116634578,1786.,-2.0716634578
1787.,113.1756236834,1787.,-1.1256236834
1788.,112.9433821831,1788.,0.3766178169
1789.,112.6947634148,1789.,2.2652365852
1790.,112.6913085234,1790.,3.8486914766
1791.,112.7454109946,1791.,2.3245890054
1792.,112.5867562119,1792.,2.4832437881
1793.,112.6472259847,1793.,2.4227740153
1794.,112.3669258647,1794.,-1.9969258647
1795.,111.6825778613,1795.,-1.4225778613
1796.,111.2253097465,1796.,-0.9653097465
1797.,111.1404061247,1797.,-3.1104061247
1798.,111.2939248907,1798.,4.7260751093
1799.,111.5907119074,1799.,-0.6207119074
1800.,112.1365756869,1800.,1.9834243131
1801.,112.6282371062,1801.,0.1517628938
1802.,113.2107121339,1802.,0.9092878661
1803.,113.7621481800,1803.,0.35785182
1804.,114.4003329634,1804.,-0.2803329634
1805.,114.8721678860,1805.,-3.6821678860
1806.,115.4547804027,1806.,-4.2647804027
1807.,116.0459475866,1807.,-2.8959475866
1808.,116.2811261863,1808.,0.0888738137
1809.,116.7203947994,1809.,-0.3503947994
1810.,117.5726727672,1810.,-1.2026727672
1811.,118.4875480758,1811.,-2.4575480758
1812.,119.4648746291,1812.,-0.5448746291
1813.,120.5979523885,1813.,-4.5679523885
1814.,121.7658621939,1814.,-4.7458621939
1815.,122.9546057668,1815.,-5.9346057668
1816.,124.1688998618,1816.,-7.1488998618
1817.,125.0709640082,1817.,-5.0109640082
1818.,125.933994428,1818.,-14.033994428
1819.,126.7869125008,1819.,-2.5369125008
1820.,127.5186636164,1820.,21.2513363836
1821.,128.4169741104,1821.,20.3530258896
1822.,129.2690819724,1822.,13.6309180276
1823.,129.997374346,1823.,6.2026256540
1824.,131.1288228499,1824.,4.0711771501
1825.,132.0237835512,1825.,-2.1637835512
1826.,132.915526739,1826.,-3.055526739
1827.,133.8695941018,1827.,-3.8495941018
1828.,134.8527187479,1828.,-4.8327187479
1829.,135.6350721421,1829.,-4.4450721421
1830.,136.2650404313,1830.,-5.3950404313
1831.,136.4910607262,1831.,-5.3010607262
1832.,136.5792171963,1832.,-4.8692171963
1833.,136.5908127024,1833.,14.8391872976
1834.,135.8775353915,1834.,15.5524646085
1835.,135.1968114793,1835.,6.5331885207
1836.,134.8088162812,1836.,0.4511837188
1837.,134.6172330064,1837.,-1.1672330064
1838.,134.9210353575,1838.,-6.6210353575
1839.,134.9475473963,1839.,-7.5775473963
1840.,134.5481621328,1840.,-7.1781621328
1841.,133.9919640309,1841.,-6.6219640309
1842.,133.3019712791,1842.,3.2880287209
1843.,132.660515527,1843.,6.1794844730
1844.,131.6201445106,1844.,8.6698554894
1845.,130.7660001359,1845.,9.5239998641
1846.,130.6035729009,1846.,3.1964270991
1847.,130.5482525085,1847.,3.2517474915
1848.,130.3490824254,1848.,3.4509175746
1849.,130.0201161974,1849.,-4.2701161974
1850.,129.6194439285,1850.,-3.8694439285
1851.,128.7508582301,1851.,-3.0008582301
1852.,127.8685734671,1852.,-9.4585734671
1853.,126.9795560488,1853.,-13.3295560488
1854.,126.0858889216,1854.,-10.9358889216
1855.,125.2218401323,1855.,-10.0718401323
1856.,124.5107447507,1856.,-3.4907447507
1857.,123.7768871322,1857.,-2.7568871322
1858.,123.0006704569,1858.,-1.9806704569
1859.,122.8490289701,1859.,24.4009710299
1860.,122.8074309724,1860.,24.4425690276
1861.,122.5657514326,1861.,14.6542485674
1862.,122.0853437224,1862.,5.9546562776
1863.,121.5963965209,1863.,-12.1963965209
1864.,120.983179234,1864.,-11.583179234
1865.,119.8481745906,1865.,-0.7181745906
1866.,118.8296255861,1866.,1.0303744139
1867.,118.2380842148,1867.,1.6219157852
1868.,118.0993318082,1868.,-1.4093318082
1869.,118.2298147183,1869.,-1.5398147183
1870.,118.4914004847,1870.,-0.6214004847
1871.,118.8338612426,1871.,-0.9638612426
1872.,119.1092994179,1872.,-3.5492994179
1873.,119.3669872477,1873.,-4.0569872477
1874.,119.7054320596,1874.,-7.2754320596
1875.,119.8369106888,1875.,-7.4069106888
1876.,119.9776975696,1876.,2.0223024304
1877.,120.1163201884,1877.,1.8836798116
1878.,120.0328066321,1878.,1.9671933679
1879.,119.7684574962,1879.,2.0615425038
1880.,119.4904847222,1880.,2.3395152778
1881.,119.1669548574,1881.,-3.4469548574
1882.,119.0004548234,1882.,-3.2804548234
1883.,118.8532829736,1883.,-1.9532829736
1884.,118.6514446533,1884.,-1.7514446533
1885.,119.2752873225,1885.,-2.4852873225
1886.,120.0416077374,1886.,-3.2516077374
1887.,120.6382939591,1887.,-0.3582939591
1888.,121.1534734649,1888.,-0.8734734649
1889.,121.1674889578,1889.,-0.8874889578
1890.,121.1391687241,1890.,18.1508312759
1891.,121.3168164624,1891.,17.9731835376
1892.,121.3435432286,1892.,6.1864567714
1893.,121.3215388797,1893.,2.1484611203
1894.,121.1759079481,1894.,-2.1259079481
1895.,120.9847176606,1895.,-2.4447176606
1896.,120.7818568937,1896.,-2.2418568937
1897.,120.5499349929,1897.,-4.1699349929
1898.,120.1521721896,1898.,-1.6121721896
1899.,119.8297044101,1899.,-2.2297044101
1900.,119.3062970849,1900.,-1.7062970849
1901.,118.8150309180,1901.,-1.2150309180
1902.,118.5073217966,1902.,-0.4073217966
1903.,118.1949944506,1903.,-0.0949944506
1904.,117.9307327459,1904.,0.1692672541
1905.,117.7418494190,1905.,0.628150581
1906.,117.8209402251,1906.,0.5490597749
1907.,117.4644390586,1907.,0.4155609414
1908.,117.3060973068,1908.,-0.6960973068
1909.,116.8181433328,1909.,1.0618566672
1910.,116.5421259825,1910.,1.7778740175
1911.,116.2614820268,1911.,2.2585179732
1912.,116.0204525584,1912.,2.4995474416
1913.,115.9076429817,1913.,-1.6776429817
1914.,115.7690221749,1914.,-4.3890221749
1915.,115.7931697207,1915.,-6.4831697207
1916.,116.5555989943,1916.,-7.2455989943
1917.,117.378966228,1917.,-3.428966228
1918.,117.3653842669,1918.,-2.2853842669
1919.,117.3336046117,1919.,-1.8836046117
1920.,117.5079566921,1920.,-1.3579566921
1921.,117.6962393259,1921.,-0.5262393259
1922.,117.8603089538,1922.,0.0296910462
1923.,118.0210439648,1923.,3.0689560352
1924.,118.0493574033,1924.,-0.1593574033
1925.,118.1797091667,1925.,2.9102908333
1926.,118.2077181816,1926.,0.8322818184
1927.,118.3613139595,1927.,4.0886860405
1928.,118.4432653061,1928.,5.6467346939
1929.,118.6932021110,1929.,5.396797889
1930.,118.9318759202,1930.,3.9081240798
1931.,119.1683576072,1931.,-4.9183576072
1932.,119.3081997327,1932.,3.5318002673
1933.,119.4417939251,1933.,-3.8917939251
1934.,119.5037930644,1934.,8.4262069356
1935.,119.4293152733,1935.,1.9606847267
1936.,119.4197696437,1936.,1.9702303563
1937.,119.4351720311,1937.,0.3648279689
1938.,119.5829078801,1938.,-0.8229078801
1939.,119.5543865093,1939.,0.2456134907
1940.,119.5834345059,1940.,-5.5934345059
1941.,119.5414677569,1941.,-11.0414677569
1942.,119.5476878298,1942.,-11.0476878298
1943.,119.6445008947,1943.,8.5154991053
1944.,119.7433407325,1944.,8.4166592675
1945.,119.5051144986,1945.,-1.1251144986
1946.,119.3276359600,1946.,-1.8276359600
1947.,119.5054549367,1947.,-1.1254549367
1948.,119.6880457088,1948.,-3.6480457088
1949.,119.9589431244,1949.,2.8710568756
1950.,120.0964067136,1950.,-1.1464067136
1951.,120.3276561190,1951.,2.502343881
